showid,title,type,releaseyear,endyear,duration,genres,cast,imdbrating,numvotes,popularityrank,isadult,url
tt1259528,Den of Thieves,Movie,2018,2018,140 min,"Action,Crime,Drama","Gerard Butler, Pablo Schreiber, O'Shea Jackson Jr., 50 Cent, Meadow Williams",7.0,152807,1992,0,https://www.imdb.com/title/tt1259528/
tt1571234,Mortal Engines,Movie,2018,2018,128 min,"Action,Adventure,Fantasy","Hera Hilmar, Robert Sheehan, Hugo Weaving, Jihae, Ronan Raftery",6.1,152713,1993,0,https://www.imdb.com/title/tt1571234/
tt0098800,The Fresh Prince of Bel-Air,TV Show,1990,1996,22 min,Comedy,"Will Smith, Will Smith, James Avery, James Avery, Alfonso Ribeiro",7.9,152632,1994,0,https://www.imdb.com/title/tt0098800/
tt4698684,Hunt for the Wilderpeople,Movie,2016,2016,101 min,"Adventure,Comedy,Drama","Sam Neill, Julian Dennison, Rima Te Wiata, Rachel House, Tioreore Ngatai-Melbourne",7.8,152621,1995,0,https://www.imdb.com/title/tt4698684/
tt0242423,"Dude, Where's My Car?",Movie,2000,2000,83 min,"Comedy,Mystery,Sci-Fi","Ashton Kutcher, Seann William Scott, Jennifer Garner, Marla Sokoloff, Kristy Swanson",5.5,152482,1996,0,https://www.imdb.com/title/tt0242423/
tt0253556,Reign of Fire,Movie,2002,2002,101 min,"Action,Adventure,Fantasy","Matthew McConaughey, Christian Bale, Izabella Scorupco, Gerard Butler, Scott Moutter",6.2,152460,1997,0,https://www.imdb.com/title/tt0253556/
tt1915581,Magic Mike,Movie,2012,2012,110 min,"Comedy,Drama,Music","Channing Tatum, Alex Pettyfer, Olivia Munn, Matthew McConaughey, James Martin Kelly",6.1,152438,1998,0,https://www.imdb.com/title/tt1915581/
tt8244784,The Hunt,Movie,2020,2020,90 min,"Action,Horror,Thriller","Betty Gilpin, Hilary Swank, Ike Barinholtz, Wayne Duvall, Ethan Suplee",6.6,152389,1999,0,https://www.imdb.com/title/tt8244784/
tt0310793,Bowling for Columbine,Movie,2002,2002,120 min,"Crime,Documentary,Drama",Michael Moore,7.9,152329,2000,0,https://www.imdb.com/title/tt0310793/
tt2446980,Joy,Movie,2015,2015,124 min,"Biography,Drama","Jennifer Lawrence, Robert De Niro, Bradley Cooper, Edgar Ramírez, Diane Ladd",6.6,152206,2001,0,https://www.imdb.com/title/tt2446980/
tt0279600,Smallville,TV Show,2001,2011,60 min,"Action,Adventure,Drama","Tom Welling, Tom Welling, Tom Welling, Michael Rosenbaum, Michael Rosenbaum",7.5,152122,2002,0,https://www.imdb.com/title/tt0279600/
tt0054331,Spartacus,Movie,1960,1960,184 min,"Adventure,Biography,Drama","Kirk Douglas, Laurence Olivier, Tony Curtis, Jean Simmons, Charles Laughton",7.9,151827,2003,0,https://www.imdb.com/title/tt0054331/
tt0804497,It's Kind of a Funny Story,Movie,2010,2010,101 min,"Comedy,Drama,Romance","Keir Gilchrist, Zach Galifianakis, Emma Roberts, Dana DeVestern, Lauren Graham",7.1,151799,2004,0,https://www.imdb.com/title/tt0804497/
tt4786282,Lights Out,Movie,2016,2016,81 min,"Horror,Mystery","Teresa Palmer, Gabriel Bateman, Maria Bello, Billy Burke, Alexander DiPersia",6.3,151770,2005,0,https://www.imdb.com/title/tt4786282/
tt6048596,The Sinner,TV Show,2017,2021,45 min,"Crime,Drama,Mystery","Bill Pullman, Jessica Hecht, Dohn Norwood, Adam LeFevre, Jessica Biel",7.8,151713,2006,0,https://www.imdb.com/title/tt6048596/
tt0249462,Billy Elliot,Movie,2000,2000,110 min,"Drama,Music","Jamie Bell, Julie Walters, Jean Heywood, Jamie Draven, Gary Lewis",7.7,151645,2007,0,https://www.imdb.com/title/tt0249462/
tt0325703,Lara Croft: Tomb Raider - The Cradle of Life,Movie,2003,2003,117 min,"Action,Adventure,Fantasy","Angelina Jolie, Gerard Butler, Chris Barrie, Ciarán Hinds, Noah Taylor",5.5,151543,2008,0,https://www.imdb.com/title/tt0325703/
tt32916440,Marty Supreme,Movie,2025,2025,149 min,"Drama,Sport","Timothée Chalamet, Gwyneth Paltrow, Odessa A'zion, Larry 'Ratso' Sloman, Mariann Tepedino",7.7,151506,2009,0,https://www.imdb.com/title/tt32916440/
tt0277296,The Scorpion King,Movie,2002,2002,92 min,"Action,Adventure,Fantasy","Dwayne Johnson, Steven Brand, Michael Clarke Duncan, Kelly Hu, Bernard Hill",5.5,151504,2010,0,https://www.imdb.com/title/tt0277296/
tt0089881,Ran,Movie,1985,1985,160 min,"Action,Drama,War","Tatsuya Nakadai, Akira Terao, Jinpachi Nezu, Daisuke Ryû, Mieko Harada",8.2,151449,2011,0,https://www.imdb.com/title/tt0089881/
tt0790736,R.I.P.D.,Movie,2013,2013,96 min,"Action,Adventure,Comedy","Ryan Reynolds, Jeff Bridges, Mary-Louise Parker, Kevin Bacon, Stephanie Szostak",5.6,151238,2012,0,https://www.imdb.com/title/tt0790736/
tt0033563,Dumbo,Movie,1941,1941,64 min,"Adventure,Animation,Drama","Sterling Holloway, Sterling Holloway, Edward Brophy, Edward Brophy, James Baskett",7.2,151195,2013,0,https://www.imdb.com/title/tt0033563/
tt0149261,Deep Blue Sea,Movie,1999,1999,105 min,"Action,Adventure,Sci-Fi","Thomas Jane, Saffron Burrows, Samuel L. Jackson, Jacqueline McKenzie, Michael Rapaport",5.9,151145,2014,0,https://www.imdb.com/title/tt0149261/
tt0134273,8MM,Movie,1999,1999,123 min,"Crime,Drama,Mystery","Nicolas Cage, Joaquin Phoenix, James Gandolfini, Peter Stormare, Anthony Heald",6.6,151112,2015,0,https://www.imdb.com/title/tt0134273/
tt17663992,Scream VI,Movie,2023,2023,122 min,"Horror,Mystery,Thriller","Courteney Cox, Melissa Barrera, Jenna Ortega, Jasmin Savoy Brown, Mason Gooding",6.4,151088,2016,0,https://www.imdb.com/title/tt17663992/
tt0259446,My Big Fat Greek Wedding,Movie,2002,2002,95 min,"Comedy,Drama,Romance","Nia Vardalos, John Corbett, Michael Constantine, Christina Eleusiniotis, Kaylee Vieira",6.6,151048,2017,0,https://www.imdb.com/title/tt0259446/
tt1878870,The Edge of Seventeen,Movie,2016,2016,104 min,"Comedy,Drama,Romance","Hailee Steinfeld, Haley Lu Richardson, Blake Jenner, Kyra Sedgwick, Woody Harrelson",7.3,150929,2018,0,https://www.imdb.com/title/tt1878870/
tt0343135,Along Came Polly,Movie,2004,2004,90 min,"Comedy,Romance","Ben Stiller, Jennifer Aniston, Debra Messing, Philip Seymour Hoffman, Alec Baldwin",6.0,150735,2019,0,https://www.imdb.com/title/tt0343135/
tt1622979,Final Destination 5,Movie,2011,2011,92 min,"Horror,Thriller","Nicholas D'Agosto, Emma Bell, Arlen Escarpeta, Miles Fisher, Ellen Wroe",5.9,150666,2020,0,https://www.imdb.com/title/tt1622979/
tt0096657,Mr. Bean,TV Show,1990,1995,25 min,"Comedy,Family","Rowan Atkinson, Matilda Ziegler, Matilda Ziegler, Matilda Ziegler, Robin Driscoll",8.6,150609,2021,0,https://www.imdb.com/title/tt0096657/
tt0063350,Night of the Living Dead,Movie,1968,1968,96 min,"Horror,Thriller","Duane Jones, Judith O'Dea, Karl Hardman, Marilyn Eastman, Keith Wayne",7.8,150564,2022,0,https://www.imdb.com/title/tt0063350/
tt0104070,Death Becomes Her,Movie,1992,1992,104 min,"Comedy,Fantasy,Horror","Meryl Streep, Bruce Willis, Goldie Hawn, Isabella Rossellini, Ian Ogilvy",6.7,150337,2023,0,https://www.imdb.com/title/tt0104070/
tt1549920,The Last Stand,Movie,2013,2013,107 min,"Action,Drama,Thriller","Arnold Schwarzenegger, Forest Whitaker, Johnny Knoxville, Rodrigo Santoro, Arron Shiver",6.3,150336,2024,0,https://www.imdb.com/title/tt1549920/
tt3316960,Still Alice,Movie,2014,2014,101 min,Drama,"Julianne Moore, Alec Baldwin, Kristen Stewart, Kate Bosworth, Shane McRae",7.5,150309,2025,0,https://www.imdb.com/title/tt3316960/
tt5462602,The Big Sick,Movie,2017,2017,120 min,"Comedy,Drama,Romance","Kumail Nanjiani, Zoe Kazan, Holly Hunter, Ray Romano, Anupam Kher",7.5,150107,2026,0,https://www.imdb.com/title/tt5462602/
tt0067116,The French Connection,Movie,1971,1971,104 min,"Action,Crime,Drama","Gene Hackman, Roy Scheider, Fernando Rey, Tony Lo Bianco, Marcel Bozzuffi",7.7,150102,2027,0,https://www.imdb.com/title/tt0067116/
tt3606752,Cars 3,Movie,2017,2017,102 min,"Adventure,Animation,Comedy","Owen Wilson, Cristela Alonzo, Chris Cooper, Nathan Fillion, Larry the Cable Guy",6.7,149995,2028,0,https://www.imdb.com/title/tt3606752/
tt1695360,The Legend of Korra,TV Show,2012,2014,23 min,"Action,Adventure,Animation","Janet Varney, Janet Varney, Janet Varney, P.J. Byrne, David Faustino",8.3,149939,2029,0,https://www.imdb.com/title/tt1695360/
tt0475290,"Hail, Caesar!",Movie,2016,2016,106 min,"Comedy,Drama,Mystery","Josh Brolin, George Clooney, Alden Ehrenreich, Ralph Fiennes, Scarlett Johansson",6.3,149828,2030,0,https://www.imdb.com/title/tt0475290/
tt0070608,Robin Hood,Movie,1973,1973,83 min,"Adventure,Animation,Comedy","Brian Bedford, Phil Harris, Roger Miller, Peter Ustinov, Peter Ustinov",7.5,149648,2031,0,https://www.imdb.com/title/tt0070608/
tt7203552,The Morning Show,TV Show,2019,ongoing,60 min,Drama,"Jennifer Aniston, Reese Witherspoon, Billy Crudup, Mark Duplass, Karen Pittman",8.1,149639,2032,0,https://www.imdb.com/title/tt7203552/
tt0417148,Snakes on a Plane,Movie,2006,2006,105 min,"Action,Adventure,Crime","Samuel L. Jackson, Julianna Margulies, Nathan Phillips, Rachel Blanchard, Flex Alexander",5.5,149492,2033,0,https://www.imdb.com/title/tt0417148/
tt1172570,Bronson,Movie,2008,2008,92 min,"Action,Crime,Drama","Tom Hardy, Tom Hardy, Kelly Adams, Luing Andrews, Katy Barker",7.0,149403,2034,0,https://www.imdb.com/title/tt1172570/
tt0092455,Star Trek: The Next Generation,TV Show,1987,1994,45 min,"Action,Adventure,Drama","Patrick Stewart, Patrick Stewart, Patrick Stewart, Brent Spiner, Brent Spiner",8.7,149308,2035,0,https://www.imdb.com/title/tt0092455/
tt2388715,Oculus,Movie,2013,2013,104 min,"Horror,Mystery,Thriller","Karen Gillan, Brenton Thwaites, Katee Sackhoff, Rory Cochrane, Annalise Basso",6.6,149270,2036,0,https://www.imdb.com/title/tt2388715/
tt0095956,Rambo III,Movie,1988,1988,102 min,"Action,Adventure,Thriller","Sylvester Stallone, Richard Crenna, Marc de Jonge, Kurtwood Smith, Spyros Fokas",5.8,149227,2037,0,https://www.imdb.com/title/tt0095956/
tt0424095,Flushed Away,Movie,2006,2006,85 min,"Action,Adventure,Animation","Hugh Jackman, Kate Winslet, Ian McKellen, Jean Reno, Bill Nighy",6.6,149211,2038,0,https://www.imdb.com/title/tt0424095/
tt0379725,Capote,Movie,2005,2005,114 min,"Biography,Crime,Drama","Philip Seymour Hoffman, Clifton Collins Jr., Catherine Keener, Allie Mickelson, Kelci Stephenson",7.3,149143,2039,0,https://www.imdb.com/title/tt0379725/
tt0096928,Bill & Ted's Excellent Adventure,Movie,1989,1989,90 min,"Adventure,Comedy,Music","Keanu Reeves, Alex Winter, George Carlin, Terry Camilleri, Dan Shor",6.9,149138,2040,0,https://www.imdb.com/title/tt0096928/
tt0100150,Miller's Crossing,Movie,1990,1990,115 min,"Crime,Drama,Thriller","Gabriel Byrne, Albert Finney, John Turturro, Marcia Gay Harden, Jon Polito",7.7,149115,2041,0,https://www.imdb.com/title/tt0100150/
tt1634122,Johnny English Reborn,Movie,2011,2011,101 min,"Action,Adventure,Comedy","Rowan Atkinson, Rosamund Pike, Dominic West, Roger Barclay, Eric Carte",6.3,149090,2042,0,https://www.imdb.com/title/tt1634122/
tt2692250,Night at the Museum: Secret of the Tomb,Movie,2014,2014,98 min,"Adventure,Comedy,Family","Ben Stiller, Ben Stiller, Robin Williams, Robin Williams, Owen Wilson",6.2,149024,2043,0,https://www.imdb.com/title/tt2692250/
tt0404032,The Exorcism of Emily Rose,Movie,2005,2005,119 min,"Drama,Horror,Thriller","Laura Linney, Tom Wilkinson, Shohreh Aghdashloo, Campbell Scott, Jennifer Carpenter",6.7,148979,2044,0,https://www.imdb.com/title/tt0404032/
tt0042192,All About Eve,Movie,1950,1950,138 min,Drama,"Bette Davis, Anne Baxter, George Sanders, Celeste Holm, Gary Merrill",8.2,148910,2045,0,https://www.imdb.com/title/tt0042192/
tt0044079,Strangers on a Train,Movie,1951,1951,101 min,"Crime,Drama,Film-Noir","Farley Granger, Robert Walker, Ruth Roman, Leo G. Carroll, Patricia Hitchcock",7.9,148837,2046,0,https://www.imdb.com/title/tt0044079/
tt0087928,Police Academy,Movie,1984,1984,96 min,Comedy,"Steve Guttenberg, G.W. Bailey, Kim Cattrall, Bubba Smith, Donovan Scott",6.7,148685,2047,0,https://www.imdb.com/title/tt0087928/
tt0096320,Twins,Movie,1988,1988,107 min,"Comedy,Crime","Arnold Schwarzenegger, Danny DeVito, Kelly Preston, Chloe Webb, Bonnie Bartlett",6.2,148610,2048,0,https://www.imdb.com/title/tt0096320/
tt2024432,Identity Thief,Movie,2013,2013,111 min,"Comedy,Crime,Drama","Jason Bateman, Melissa McCarthy, John Cho, Amanda Peet, Jon Favreau",5.7,148554,2049,0,https://www.imdb.com/title/tt2024432/
tt3322310,Iron Fist,TV Show,2017,2018,60 min,"Action,Adventure,Crime","Finn Jones, Jessica Henwick, Jessica Stroup, Tom Pelphrey, Sacha Dhawan",6.4,148544,2050,0,https://www.imdb.com/title/tt3322310/
tt2177771,The Monuments Men,Movie,2014,2014,118 min,"Biography,Comedy,Drama","George Clooney, Matt Damon, Bill Murray, Cate Blanchett, John Goodman",6.1,148376,2051,0,https://www.imdb.com/title/tt2177771/
tt0118842,Chasing Amy,Movie,1997,1997,113 min,"Comedy,Drama,Romance","Ben Affleck, Joey Lauren Adams, Ethan Suplee, Scott Mosier, Jason Lee",7.2,148207,2052,0,https://www.imdb.com/title/tt0118842/
tt0106582,Cliffhanger,Movie,1993,1993,113 min,"Action,Adventure,Thriller","Sylvester Stallone, John Lithgow, Michael Rooker, Janine Turner, Rex Linn",6.5,148063,2053,0,https://www.imdb.com/title/tt0106582/
tt1757678,Avatar: Fire and Ash,Movie,2025,2025,197 min,"Action,Adventure,Animation","Sam Worthington, Zoe Saldaña, Sigourney Weaver, Stephen Lang, Oona Chaplin",7.3,148021,2054,0,https://www.imdb.com/title/tt1757678/
tt0327850,The Rundown,Movie,2003,2003,104 min,"Action,Adventure,Comedy","Dwayne Johnson, Seann William Scott, Christopher Walken, Rosario Dawson, Ewen Bremner",6.6,148018,2055,0,https://www.imdb.com/title/tt0327850/
tt0092644,Beverly Hills Cop II,Movie,1987,1987,103 min,"Action,Comedy,Crime","Eddie Murphy, Judge Reinhold, Jürgen Prochnow, Ronny Cox, John Ashton",6.6,147907,2056,0,https://www.imdb.com/title/tt0092644/
tt3322314,Luke Cage,TV Show,2016,2018,60 min,"Action,Crime,Drama","Mike Colter, Simone Missick, Theo Rossi, Alfre Woodard, Justin Swain",7.2,147883,2057,0,https://www.imdb.com/title/tt3322314/
tt1187064,Triangle,Movie,2009,2009,99 min,"Fantasy,Mystery,Sci-Fi","Melissa George, Joshua McIvor, Jack Taylor, Michael Dorman, Henry Nixon",6.9,147867,2058,0,https://www.imdb.com/title/tt1187064/
tt1132626,Saw V,Movie,2008,2008,92 min,"Horror,Thriller","Scott Patterson, Costas Mandylor, Tobin Bell, Tobin Bell, Betsy Russell",5.8,147836,2059,0,https://www.imdb.com/title/tt1132626/
tt0947810,Green Zone,Movie,2010,2010,115 min,"Action,Drama,Thriller","Matt Damon, Jason Isaacs, Greg Kinnear, Igal Naor, Said Faraj",6.8,147651,2060,0,https://www.imdb.com/title/tt0947810/
tt0133240,Treasure Planet,Movie,2002,2002,95 min,"Action,Adventure,Animation","Joseph Gordon-Levitt, Emma Thompson, Martin Short, Roscoe Lee Browne, Corey Burton",7.2,147575,2061,0,https://www.imdb.com/title/tt0133240/
tt0384793,Accepted,Movie,2006,2006,93 min,Comedy,"Justin Long, Jonah Hill, Blake Lively, Adam Herschman, Columbus Short",6.4,147540,2062,0,https://www.imdb.com/title/tt0384793/
tt0816442,The Book Thief,Movie,2013,2013,131 min,"Drama,War","Sophie Nélisse, Geoffrey Rush, Emily Watson, Ben Schnetzer, Roger Allam",7.5,147475,2063,0,https://www.imdb.com/title/tt0816442/
tt0111070,The Santa Clause,Movie,1994,1994,97 min,"Comedy,Drama,Family","Tim Allen, Judge Reinhold, Wendy Crewson, Eric Lloyd, David Krumholtz",6.6,147441,2064,0,https://www.imdb.com/title/tt0111070/
tt0292506,The Recruit,Movie,2003,2003,115 min,"Action,Thriller","Al Pacino, Colin Farrell, Bridget Moynahan, Gabriel Macht, Kenneth Mitchell",6.6,147266,2065,0,https://www.imdb.com/title/tt0292506/
tt3531824,Nerve,Movie,2016,2016,96 min,"Adventure,Crime,Drama","Emma Roberts, Dave Franco, Emily Meade, Miles Heizer, Juliette Lewis",6.5,147254,2066,0,https://www.imdb.com/title/tt3531824/
tt0230011,Atlantis: The Lost Empire,Movie,2001,2001,95 min,"Action,Adventure,Animation","Michael J. Fox, Jim Varney, Corey Burton, Claudia Christian, James Garner",6.9,147235,2067,0,https://www.imdb.com/title/tt0230011/
tt0133751,The Faculty,Movie,1998,1998,104 min,"Horror,Mystery,Sci-Fi","Jordana Brewster, Clea DuVall, Laura Harris, Josh Hartnett, Shawn Hatosy",6.6,147139,2068,0,https://www.imdb.com/title/tt0133751/
tt3152624,Trainwreck,Movie,2015,2015,125 min,"Comedy,Drama,Romance","Amy Schumer, Bill Hader, Brie Larson, Colin Quinn, Devin Fabry",6.2,146977,2069,0,https://www.imdb.com/title/tt3152624/
tt13159924,Gen V,TV Show,2023,ongoing,50 min,"Action,Adventure,Comedy","Jaz Sinclair, Lizze Broadway, Lizze Broadway, Maddie Phillips, London Thor",7.6,146846,2070,0,https://www.imdb.com/title/tt13159924/
tt0274558,The Hours,Movie,2002,2002,114 min,"Drama,Romance","Meryl Streep, Nicole Kidman, Julianne Moore, Stephen Dillane, Miranda Richardson",7.5,146818,2071,0,https://www.imdb.com/title/tt0274558/
tt14961016,I'm Still Here,Movie,2024,2024,137 min,"Biography,Drama,History","Fernanda Torres, Fernanda Montenegro, Selton Mello, Valentina Herszage, Maria Manoella",8.1,146800,2072,0,https://www.imdb.com/title/tt14961016/
tt7181546,Ballerina,Movie,2025,2025,124 min,"Action,Thriller","Ana de Armas, Keanu Reeves, Ian McShane, Anjelica Huston, Gabriel Byrne",6.8,146775,2073,0,https://www.imdb.com/title/tt7181546/
tt0118617,Anastasia,Movie,1997,1997,94 min,"Adventure,Animation,Drama","Meg Ryan, John Cusack, Christopher Lloyd, Kelsey Grammer, Hank Azaria",7.2,146575,2074,0,https://www.imdb.com/title/tt0118617/
tt0758730,Aliens vs. Predator: Requiem,Movie,2007,2007,94 min,"Action,Horror,Sci-Fi","Reiko Aylesworth, Steven Pasquale, Shareeka Epps, John Ortiz, Johnny Lewis",4.6,146448,2075,0,https://www.imdb.com/title/tt0758730/
tt0164052,Hollow Man,Movie,2000,2000,112 min,"Action,Horror,Sci-Fi","Kevin Bacon, Elisabeth Shue, Josh Brolin, Kim Dickens, Greg Grunberg",5.9,146448,2075,0,https://www.imdb.com/title/tt0164052/
tt4302938,Kubo and the Two Strings,Movie,2016,2016,101 min,"Action,Adventure,Animation","Charlize Theron, Art Parkinson, Matthew McConaughey, Ralph Fiennes, Brenda Vaccaro",7.7,146447,2076,0,https://www.imdb.com/title/tt4302938/
tt0918927,Doubt,Movie,2008,2008,104 min,"Drama,Mystery","Meryl Streep, Philip Seymour Hoffman, Amy Adams, Viola Davis, Alice Drummond",7.5,146431,2077,0,https://www.imdb.com/title/tt0918927/
tt8404614,The Two Popes,Movie,2019,2019,125 min,"Biography,Drama","Jonathan Pryce, Jonathan Pryce, Anthony Hopkins, Anthony Hopkins, Juan Minujín",7.6,146341,2078,0,https://www.imdb.com/title/tt8404614/
tt0070666,Serpico,Movie,1973,1973,130 min,"Biography,Crime,Drama","Al Pacino, John Randolph, Jack Kehoe, Biff McGuire, Barbara Eda-Young",7.7,146243,2079,0,https://www.imdb.com/title/tt0070666/
tt14966898,Late Night with the Devil,Movie,2023,2023,93 min,Horror,"David Dastmalchian, Laura Gordon, Ian Bliss, Fayssal Bazzi, Ingrid Torelli",7.0,146139,2080,0,https://www.imdb.com/title/tt14966898/
tt5649144,The Florida Project,Movie,2017,2017,111 min,Drama,"Brooklynn Prince, Bria Vinaite, Willem Dafoe, Christopher Rivera, Aiden Malik",7.6,146137,2081,0,https://www.imdb.com/title/tt5649144/
tt3410834,The Divergent Series: Allegiant,Movie,2016,2016,120 min,"Action,Adventure,Fantasy","Shailene Woodley, Theo James, Jeff Daniels, Naomi Watts, Octavia Spencer",5.7,146065,2082,0,https://www.imdb.com/title/tt3410834/
tt2305051,Wild,Movie,2014,2014,115 min,"Adventure,Biography,Drama","Reese Witherspoon, Laura Dern, Gaby Hoffmann, Michiel Huisman, Thomas Sadoski",7.1,146055,2083,0,https://www.imdb.com/title/tt2305051/
tt0481536,Harold & Kumar Escape from Guantanamo Bay,Movie,2008,2008,102 min,"Adventure,Comedy","John Cho, Kal Penn, Neil Patrick Harris, Rob Corddry, Jack Conley",6.5,145862,2084,0,https://www.imdb.com/title/tt0481536/
tt10795658,Alice in Borderland,TV Show,2020,2025,50 min,"Action,Drama,Horror","Kento Yamazaki, Tao Tsuchiya, Nijirô Murakami, Daniel Rindress-Kay, Eleanor Noble",7.8,145848,2085,0,https://www.imdb.com/title/tt10795658/
tt5171438,Star Trek: Discovery,TV Show,2017,2024,60 min,"Action,Adventure,Drama","Sonequa Martin-Green, Sonequa Martin-Green, Anthony Rapp, Anthony Rapp, Anthony Rapp",7.0,145815,2086,0,https://www.imdb.com/title/tt5171438/
tt0084827,Tron,Movie,1982,1982,96 min,"Action,Adventure,Sci-Fi","Jeff Bridges, Jeff Bridges, Bruce Boxleitner, Bruce Boxleitner, David Warner",6.7,145815,2086,0,https://www.imdb.com/title/tt0084827/
tt0075005,The Omen,Movie,1976,1976,111 min,"Horror,Mystery","Gregory Peck, Lee Remick, Harvey Stephens, David Warner, Billie Whitelaw",7.5,145814,2087,0,https://www.imdb.com/title/tt0075005/
tt0070511,Papillon,Movie,1973,1973,151 min,"Biography,Crime,Drama","Steve McQueen, Dustin Hoffman, Victor Jory, Don Gordon, Anthony Zerbe",8.0,145693,2088,0,https://www.imdb.com/title/tt0070511/
tt6226232,Young Sheldon,TV Show,2017,2024,30 min,Comedy,"Iain Armitage, Zoe Perry, Lance Barber, Montana Jordan, Raegan Revord",7.7,145671,2089,0,https://www.imdb.com/title/tt6226232/
tt2017109,Banshee,TV Show,2013,2016,60 min,"Action,Crime,Drama","Antony Starr, Ivana Milicevic, Ivana Milicevic, Ulrich Thomsen, Frankie Faison",8.4,145647,2090,0,https://www.imdb.com/title/tt2017109/
tt0107977,Robin Hood: Men in Tights,Movie,1993,1993,104 min,"Adventure,Comedy,Musical","Cary Elwes, Richard Lewis, Roger Rees, Amy Yasbeck, Mark Blankfield",6.7,145531,2091,0,https://www.imdb.com/title/tt0107977/
tt7049682,Watchmen,Web Series,2019,2019,60 min,"Crime,Drama,Mystery","Regina King, Regina King, Yahya Abdul-Mateen II, Tom Mison, Sara Vickers",8.2,145520,2092,0,https://www.imdb.com/title/tt7049682/
tt0295700,Wrong Turn,Movie,2003,2003,84 min,"Horror,Thriller","Eliza Dushku, Jeremy Sisto, Emmanuelle Chriqui, Desmond Harrington, Kevin Zegers",6.1,145502,2093,0,https://www.imdb.com/title/tt0295700/
tt0452594,The Break-Up,Movie,2006,2006,106 min,"Comedy,Drama,Romance","Jennifer Aniston, Vince Vaughn, Jon Favreau, Joey Lauren Adams, Cole Hauser",5.8,145439,2094,0,https://www.imdb.com/title/tt0452594/
tt0427327,Hairspray,Movie,2007,2007,117 min,"Comedy,Drama,Musical","John Travolta, Queen Latifah, Nikki Blonsky, Michelle Pfeiffer, Christopher Walken",6.7,145411,2095,0,https://www.imdb.com/title/tt0427327/
tt0114069,Outbreak,Movie,1995,1995,127 min,"Action,Drama,Thriller","Dustin Hoffman, Rene Russo, Morgan Freeman, Kevin Spacey, Cuba Gooding Jr.",6.6,145409,2096,0,https://www.imdb.com/title/tt0114069/
tt5875444,Slow Horses,TV Show,2022,ongoing,50 min,"Drama,Thriller","Gary Oldman, Jack Lowden, Kristin Scott Thomas, Aimee-Ffion Edwards, Saskia Reeves",8.3,145383,2097,0,https://www.imdb.com/title/tt5875444/
tt0012349,The Kid,Movie,1921,1921,68 min,"Comedy,Drama,Family","Charles Chaplin, Edna Purviance, Jackie Coogan, Carl Miller, Albert Austin",8.2,145324,2098,0,https://www.imdb.com/title/tt0012349/
tt0325805,Matchstick Men,Movie,2003,2003,116 min,"Comedy,Crime,Drama","Nicolas Cage, Alison Lohman, Sam Rockwell, Bruce Altman, Bruce McGill",7.3,145260,2099,0,https://www.imdb.com/title/tt0325805/
tt5433140,Fast X,Movie,2023,2023,141 min,"Action,Adventure,Crime","Vin Diesel, Michelle Rodriguez, Jason Statham, Jordana Brewster, Tyrese Gibson",5.7,145257,2100,0,https://www.imdb.com/title/tt5433140/
tt0161081,What Lies Beneath,Movie,2000,2000,130 min,"Drama,Horror,Mystery","Harrison Ford, Michelle Pfeiffer, Katharine Towne, Miranda Otto, James Remar",6.6,145229,2101,0,https://www.imdb.com/title/tt0161081/
tt0397065,House of Wax,Movie,2005,2005,113 min,"Horror,Thriller","Chad Michael Murray, Paris Hilton, Elisha Cuthbert, Brian Van Holt, Jared Padalecki",5.5,145011,2102,0,https://www.imdb.com/title/tt0397065/
tt5758778,Skyscraper,Movie,2018,2018,102 min,"Action,Adventure,Thriller","Dwayne Johnson, Neve Campbell, Chin Han, Roland Møller, Noah Taylor",5.8,145000,2103,0,https://www.imdb.com/title/tt5758778/
tt0113627,Leaving Las Vegas,Movie,1995,1995,111 min,"Drama,Romance","Nicolas Cage, Elisabeth Shue, Julian Sands, Richard Lewis, Steven Weber",7.5,144826,2104,0,https://www.imdb.com/title/tt0113627/
tt1055292,Life as We Know It,Movie,2010,2010,114 min,"Comedy,Drama,Romance","Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett, Brynn Clagett",6.5,144609,2105,0,https://www.imdb.com/title/tt1055292/
tt10151854,Shazam! Fury of the Gods,Movie,2023,2023,130 min,"Action,Adventure,Comedy","Zachary Levi, Asher Angel, Jack Dylan Grazer, Rachel Zegler, Adam Brody",5.9,144607,2106,0,https://www.imdb.com/title/tt10151854/
tt0870984,Antichrist,Movie,2009,2009,108 min,"Drama,Horror,Thriller","Willem Dafoe, Charlotte Gainsbourg, Storm Acheche Sahlstrøm, Lars von Trier",6.5,144564,2107,0,https://www.imdb.com/title/tt0870984/
tt1536537,What Happened to Monday,Movie,2017,2017,123 min,"Action,Crime,Fantasy","Noomi Rapace, Glenn Close, Willem Dafoe, Marwan Kenzari, Christian Rubeck",6.8,144315,2108,0,https://www.imdb.com/title/tt1536537/
tt0424345,Clerks II,Movie,2006,2006,97 min,Comedy,"Brian O'Halloran, Jeff Anderson, Rosario Dawson, Jason Mewes, Kevin Smith",7.3,144301,2109,0,https://www.imdb.com/title/tt0424345/
tt2582496,Me and Earl and the Dying Girl,Movie,2015,2015,105 min,"Comedy,Drama","Thomas Mann, RJ Cyler, Olivia Cooke, Nick Offerman, Connie Britton",7.7,144298,2110,0,https://www.imdb.com/title/tt2582496/
