showid,title,type,releaseyear,endyear,duration,genres,cast,imdbrating,numvotes,popularityrank,isadult,url
tt9354842,To All the Boys: P.S. I Still Love You,Movie,2020,2020,101 min,"Comedy,Drama,Romance","Lana Condor, Noah Centineo, Jordan Fisher, Anna Cathcart, Janel Parrish",6.1,53361,4952,0,https://www.imdb.com/title/tt9354842/
tt1540011,Blair Witch,Movie,2016,2016,89 min,"Horror,Mystery,Thriller","James Allen McCune, Callie Hernandez, Corbin Reid, Brandon Scott, Wes Robinson",5.0,53337,4953,0,https://www.imdb.com/title/tt1540011/
tt0139699,Varsity Blues,Movie,1999,1999,106 min,"Comedy,Drama,Romance","James Van Der Beek, Jon Voight, Paul Walker, Ron Lester, Scott Caan",6.6,53336,4954,0,https://www.imdb.com/title/tt0139699/
tt2452042,The Peanuts Movie,Movie,2015,2015,88 min,"Adventure,Animation,Comedy","Noah Schnapp, Bill Melendez, Bill Melendez, Hadley Belle Miller, Francesca Capaldi",7.0,53332,4955,0,https://www.imdb.com/title/tt2452042/
tt1084950,Rachel Getting Married,Movie,2008,2008,113 min,"Drama,Romance","Anne Hathaway, Rosemarie DeWitt, Debra Winger, Sebastian Stan, Sebastian Stan",6.7,53330,4956,0,https://www.imdb.com/title/tt1084950/
tt4158096,Free Fire,Movie,2016,2016,91 min,"Action,Comedy,Crime","Sharlto Copley, Brie Larson, Armie Hammer, Cillian Murphy, Enzo Cilenti",6.3,53319,4957,0,https://www.imdb.com/title/tt4158096/
tt1833673,Dhoom 3,Movie,2013,2013,172 min,"Action,Crime,Thriller","Aamir Khan, Aamir Khan, Katrina Kaif, Abhishek Bachchan, Uday Chopra",5.4,53307,4958,0,https://www.imdb.com/title/tt1833673/
tt0456144,Lage Raho Munna Bhai,Movie,2006,2006,144 min,"Comedy,Drama,Romance","Sanjay Dutt, Arshad Warsi, Vidya Balan, Boman Irani, Dilip Prabhawalkar",8.0,53289,4959,0,https://www.imdb.com/title/tt0456144/
tt0436339,G-Force,Movie,2009,2009,88 min,"Action,Adventure,Animation","Will Arnett, Penélope Cruz, Zach Galifianakis, Bill Nighy, Kelli Garner",5.1,53263,4960,0,https://www.imdb.com/title/tt0436339/
tt11045422,Toofaan,Movie,2021,2021,163 min,"Drama,Sport","Farhan Akhtar, Farhan Akhtar, Mrunal Thakur, Paresh Rawal, Mohan Agashe",6.1,53253,4961,0,https://www.imdb.com/title/tt11045422/
tt3148266,12 Monkeys,TV Show,2015,2018,42 min,"Adventure,Drama,Mystery","Aaron Stanford, Amanda Schull, Noah Bean, Barbara Sukowa, Emily Hampshire",7.7,53249,4962,0,https://www.imdb.com/title/tt3148266/
tt1286537,"Food, Inc.",Movie,2008,2008,94 min,"Documentary,News",Robert Kenner,7.8,53244,4963,0,https://www.imdb.com/title/tt1286537/
tt0068611,Frenzy,Movie,1972,1972,116 min,"Drama,Thriller","Jon Finch, Barry Foster, Barbara Leigh-Hunt, Anna Massey, Alec McCowen",7.4,53241,4964,0,https://www.imdb.com/title/tt0068611/
tt0061395,Belle de Jour,Movie,1967,1967,100 min,"Drama,Romance","Catherine Deneuve, Catherine Deneuve, Jean Sorel, Michel Piccoli, Geneviève Page",7.6,53238,4965,0,https://www.imdb.com/title/tt0061395/
tt0363226,The Blind Swordsman: Zatoichi,Movie,2003,2003,116 min,"Action,Comedy,Crime","Takeshi Kitano, Takeshi Kitano, Tadanobu Asano, Yui Natsukawa, Michiyo Yasuda",7.4,53235,4966,0,https://www.imdb.com/title/tt0363226/
tt8522006,Happiest Season,Movie,2020,2020,102 min,"Comedy,Romance","Kristen Stewart, Mackenzie Davis, Mary Steenburgen, Victor Garber, Alison Brie",6.6,53228,4967,0,https://www.imdb.com/title/tt8522006/
tt0081846,Cosmos,Web Series,1980,1980,60 min,Documentary,"Jaromír Hanzlík, Jonathan Fahn, Jonathan Fahn, Bob Hevelone, Jean Charney",9.3,53227,4968,0,https://www.imdb.com/title/tt0081846/
tt0114781,Under Siege 2: Dark Territory,Movie,1995,1995,100 min,"Action,Adventure,Thriller","Steven Seagal, Eric Bogosian, Everett McGill, Katherine Heigl, Morris Chestnut",5.6,53200,4969,0,https://www.imdb.com/title/tt0114781/
tt0808510,Tooth Fairy,Movie,2010,2010,101 min,"Comedy,Family,Fantasy","Dwayne Johnson, Ashley Judd, Julie Andrews, Stephen Merchant, Ryan Sheckler",5.1,53162,4970,0,https://www.imdb.com/title/tt0808510/
tt5862312,Veronica,Movie,2017,2017,105 min,"Horror,Mystery","Sandra Escacena, Bruna González, Claudia Placer, Iván Chavero, Ana Torrent",6.2,53145,4971,0,https://www.imdb.com/title/tt5862312/
tt0101120,Home Improvement,TV Show,1991,1999,22 min,"Comedy,Family","Tim Allen, Earl Hindman, Taran Noah Smith, Zachery Ty Bryan, Patricia Richardson",7.3,53141,4972,0,https://www.imdb.com/title/tt0101120/
tt0929425,Gomorrah,Movie,2008,2008,137 min,"Crime,Drama","Gianfelice Imparato, Salvatore Abbruzzese, Toni Servillo, Simone Sacchettino, Salvatore Ruocco",7.0,53138,4973,0,https://www.imdb.com/title/tt0929425/
tt1313104,The Cove,Movie,2009,2009,92 min,"Biography,Crime,Documentary",Louie Psihoyos,8.4,53113,4974,0,https://www.imdb.com/title/tt1313104/
tt0109642,Dolores Claiborne,Movie,1995,1995,132 min,"Crime,Drama,Mystery","Kathy Bates, Jennifer Jason Leigh, Christopher Plummer, Judy Parfitt, David Strathairn",7.4,53096,4975,0,https://www.imdb.com/title/tt0109642/
tt0460780,In the Name of the King: A Dungeon Siege Tale,Movie,2007,2007,127 min,"Action,Adventure,Fantasy","Jason Statham, Ron Perlman, Ray Liotta, Leelee Sobieski, John Rhys-Davies",3.8,53085,4976,0,https://www.imdb.com/title/tt0460780/
tt0806203,Carriers,Movie,2009,2009,84 min,"Adventure,Drama,Horror","Chris Pine, Piper Perabo, Lou Taylor Pucci, Emily VanCamp, Christopher Meloni",5.9,53084,4977,0,https://www.imdb.com/title/tt0806203/
tt30217403,Dandadan,TV Show,2024,ongoing,24 min,"Action,Adventure,Animation","Shion Wakayama, Shion Wakayama, Natsuki Hanae, Natsuki Hanae, Natsuki Hanae",8.3,53047,4978,0,https://www.imdb.com/title/tt30217403/
tt5743796,Warrior,TV Show,2019,2023,60 min,"Action,Crime,Drama","Andrew Koji, Olivia Cheng, Jason Tobin, Dianne Doan, Kieran Bew",8.4,53018,4979,0,https://www.imdb.com/title/tt5743796/
tt15320362,All the Light We Cannot See,Web Series,2023,2023,60 min,"Drama,History,War","Aria Mia Loberti, Louis Hofmann, Lars Eidinger, Hugh Laurie, Mark Ruffalo",7.5,52999,4980,0,https://www.imdb.com/title/tt15320362/
tt7661390,Gangs of London,TV Show,2020,ongoing,60 min,"Action,Crime,Drama","Michelle Fairley, Sope Dirisu, Sope Dirisu, Lucian Msamati, Brian Vernel",8.0,52974,4981,0,https://www.imdb.com/title/tt7661390/
tt0367479,After the Sunset,Movie,2004,2004,97 min,"Action,Comedy,Crime","Pierce Brosnan, Salma Hayek, Woody Harrelson, Don Cheadle, Naomie Harris",6.2,52962,4982,0,https://www.imdb.com/title/tt0367479/
tt0375210,White Noise,Movie,2005,2005,101 min,"Drama,Horror,Mystery","Michael Keaton, Deborah Kara Unger, Ian McNeice, Chandra West, Sarah Strange",5.5,52962,4982,0,https://www.imdb.com/title/tt0375210/
tt4758646,War Machine,Movie,2017,2017,122 min,"Comedy,Drama,War","Brad Pitt, Daniel Betts, John Magaro, Emory Cohen, RJ Cyler",6.0,52962,4982,0,https://www.imdb.com/title/tt4758646/
tt0074483,The Enforcer,Movie,1976,1976,96 min,"Action,Crime,Thriller","Clint Eastwood, Tyne Daly, Harry Guardino, Bradford Dillman, John Mitchum",6.7,52931,4983,0,https://www.imdb.com/title/tt0074483/
tt0424993,Employee of the Month,Movie,2006,2006,103 min,"Comedy,Romance","Jessica Simpson, Dane Cook, Dax Shepard, Andy Dick, Tim Bagley",5.6,52906,4984,0,https://www.imdb.com/title/tt0424993/
tt5117670,Peter Rabbit,Movie,2018,2018,95 min,"Adventure,Animation,Comedy","James Corden, Fayssal Bazzi, Domhnall Gleeson, Domhnall Gleeson, Sia",6.6,52875,4985,0,https://www.imdb.com/title/tt5117670/
tt0293715,My Sassy Girl,Movie,2001,2001,137 min,"Comedy,Drama,Romance","Cha Tae-hyun, Jun Ji-hyun, In-mun Kim, Song Ok-sook, Han Jin-hee",7.9,52870,4986,0,https://www.imdb.com/title/tt0293715/
tt2669336,Time Lapse,Movie,2014,2014,104 min,"Mystery,Sci-Fi,Thriller","Danielle Panabaker, Matt O'Leary, George Finn, John Rhys-Davies, John Rhys-Davies",6.5,52836,4987,0,https://www.imdb.com/title/tt2669336/
tt0069281,Sleuth,Movie,1972,1972,138 min,"Mystery,Thriller","Laurence Olivier, Michael Caine, Michael Caine, Alec Cawthorne, John Matthews",7.9,52819,4988,0,https://www.imdb.com/title/tt0069281/
tt0977855,Fair Game,Movie,2010,2010,108 min,"Biography,Drama,Thriller","Naomi Watts, Sean Penn, Sonya Davison, Vanessa Chong, Anand Tiwari",6.8,52811,4989,0,https://www.imdb.com/title/tt0977855/
tt1966604,The Imposter,Movie,2012,2012,99 min,"Biography,Crime,Documentary","Adam O'Brian, Bart Layton",7.4,52808,4990,0,https://www.imdb.com/title/tt1966604/
tt10039344,Countdown,Movie,2019,2019,90 min,"Horror,Thriller","Elizabeth Lail, Jordan Calloway, Talitha Eliana Bateman, Peter Facinelli, Dillon Lane",5.4,52803,4991,0,https://www.imdb.com/title/tt10039344/
tt0155975,Psycho,Movie,1998,1998,105 min,"Horror,Mystery,Thriller","Vince Vaughn, Anne Heche, Julianne Moore, Viggo Mortensen, William H. Macy",4.6,52793,4992,0,https://www.imdb.com/title/tt0155975/
tt6212478,American Animals,Movie,2018,2018,116 min,"Biography,Crime,Drama","Spencer Reinhard, Warren Lipka, Eric Borsuk, Chas Allen, Betty Jean Gooch",7.0,52776,4993,0,https://www.imdb.com/title/tt6212478/
tt3398540,Haikyu!!,TV Show,2014,2020,24 min,"Animation,Comedy,Drama","Ayumu Murase, Kaito Ishikawa, Yu Hayashi, Satoshi Hino, Miyu Irino",8.7,52766,4994,0,https://www.imdb.com/title/tt3398540/
tt0263757,Uptown Girls,Movie,2003,2003,92 min,"Comedy,Drama,Romance","Brittany Murphy, Dakota Fanning, Heather Locklear, Jesse Spencer, Marley Shelton",6.3,52764,4995,0,https://www.imdb.com/title/tt0263757/
tt0935075,Rabbit Hole,Movie,2010,2010,91 min,Drama,"Nicole Kidman, Aaron Eckhart, Dianne Wiest, Miles Teller, Tammy Blanchard",6.9,52757,4996,0,https://www.imdb.com/title/tt0935075/
tt8068860,Servant,TV Show,2019,2023,30 min,"Drama,Horror,Mystery","Lauren Ambrose, Toby Kebbell, Nell Tiger Free, Rupert Grint, James Hoogerwerff",7.4,52755,4997,0,https://www.imdb.com/title/tt8068860/
tt1225822,Extract,Movie,2009,2009,92 min,"Comedy,Crime,Romance","Jason Bateman, Kristen Wiig, Ben Affleck, Mila Kunis, J.K. Simmons",6.1,52738,4998,0,https://www.imdb.com/title/tt1225822/
tt3865236,Into the Badlands,TV Show,2015,2019,42 min,"Action,Adventure,Drama","Daniel Wu, Orla Brady, Emily Beecham, Aramis Knight, Ally Ioannides",7.9,52737,4999,0,https://www.imdb.com/title/tt3865236/
tt1621045,Think Like a Man,Movie,2012,2012,122 min,"Comedy,Romance","Chris Brown, Gabrielle Union, Kevin Hart, Michael Ealy, Jerry Ferrara",6.5,52736,5000,0,https://www.imdb.com/title/tt1621045/
tt0175058,The Powerpuff Girls,TV Show,1998,2004,30 min,"Action,Adventure,Animation","Cathy Cavadini, Cathy Cavadini, Cathy Cavadini, Elizabeth Daily, Elizabeth Daily",7.3,52721,5001,0,https://www.imdb.com/title/tt0175058/
tt0069947,The Day of the Jackal,Movie,1973,1973,143 min,"Crime,Drama,Thriller","Edward Fox, Terence Alexander, Michel Auclair, Alan Badel, Tony Britton",7.8,52713,5002,0,https://www.imdb.com/title/tt0069947/
tt1626146,Hector and the Search for Happiness,Movie,2014,2014,114 min,"Adventure,Comedy,Drama","Simon Pegg, Rosamund Pike, Tracy-Ann Oberman, Jean Reno, Veronica Ferres",6.9,52688,5003,0,https://www.imdb.com/title/tt1626146/
tt0104291,Forever Young,Movie,1992,1992,102 min,"Drama,Romance,Sci-Fi","Mel Gibson, Jamie Lee Curtis, Elijah Wood, Isabel Glasser, George Wendt",6.4,52667,5004,0,https://www.imdb.com/title/tt0104291/
tt0160797,Rules of Engagement,Movie,2000,2000,128 min,"Drama,Thriller,War","Tommy Lee Jones, Samuel L. Jackson, Guy Pearce, Ben Kingsley, Bruce Greenwood",6.4,52660,5005,0,https://www.imdb.com/title/tt0160797/
tt6968614,The Mother,Movie,2023,2023,115 min,"Action,Thriller","Jennifer Lopez, Lucy Paez, Omari Hardwick, Joseph Fiennes, Gael García Bernal",5.6,52648,5006,0,https://www.imdb.com/title/tt6968614/
tt0085750,Jaws 3-D,Movie,1983,1983,99 min,"Adventure,Horror,Thriller","Dennis Quaid, Bess Armstrong, Simon MacCorkindale, Louis Gossett Jr., John Putch",3.7,52646,5007,0,https://www.imdb.com/title/tt0085750/
tt0061735,Guess Who's Coming to Dinner,Movie,1967,1967,108 min,"Comedy,Drama","Spencer Tracy, Sidney Poitier, Katharine Hepburn, Katharine Houghton, Cecil Kellaway",7.8,52644,5008,0,https://www.imdb.com/title/tt0061735/
tt0460644,Ghost Whisperer,TV Show,2005,2010,60 min,"Drama,Fantasy","Jennifer Love Hewitt, David Conrad, David Conrad, David Conrad, Camryn Manheim",6.5,52642,5009,0,https://www.imdb.com/title/tt0460644/
tt10530176,The Call,Movie,2020,2020,112 min,"Crime,Horror,Mystery","Park Shin-hye, Jeon Jong-seo, Kim Sung-ryung, Lee El, Park Ho-san",7.1,52636,5010,0,https://www.imdb.com/title/tt10530176/
tt0227984,Formula 51,Movie,2001,2001,93 min,"Action,Comedy,Crime","Samuel L. Jackson, Robert Carlyle, Emily Mortimer, Nigel Whitmey, Robert Jezek",6.3,52630,5011,0,https://www.imdb.com/title/tt0227984/
tt1294688,Last Night,Movie,2010,2010,93 min,"Drama,Romance","Keira Knightley, Sam Worthington, Eva Mendes, Guillaume Canet, Daniel Eric Gold",6.5,52597,5012,0,https://www.imdb.com/title/tt1294688/
tt4443658,Better Watch Out,Movie,2016,2016,89 min,"Comedy,Horror,Thriller","Olivia DeJonge, Levi Miller, Ed Oxenbould, Aleks Mikic, Dacre Montgomery",6.5,52595,5013,0,https://www.imdb.com/title/tt4443658/
tt0088526,The Golden Girls,TV Show,1985,1992,30 min,"Comedy,Drama","Bea Arthur, Betty White, Rue McClanahan, Estelle Getty, Herb Edelman",8.2,52591,5014,0,https://www.imdb.com/title/tt0088526/
tt4406178,The Gilded Age,TV Show,2022,ongoing,60 min,Drama,"Carrie Coon, Morgan Spector, Louisa Jacobson, Denée Benton, Taissa Farmiga",8.1,52577,5015,0,https://www.imdb.com/title/tt4406178/
tt1017451,The Runaways,Movie,2010,2010,106 min,"Biography,Drama,Music","Kristen Stewart, Dakota Fanning, Michael Shannon, Stella Maeve, Scout Taylor-Compton",6.5,52568,5016,0,https://www.imdb.com/title/tt1017451/
tt2837574,The Old Man & the Gun,Movie,2018,2018,93 min,"Biography,Comedy,Crime","Robert Redford, Casey Affleck, Sissy Spacek, Danny Glover, Tom Waits",6.7,52565,5017,0,https://www.imdb.com/title/tt2837574/
tt0362269,Kinsey,Movie,2004,2004,118 min,"Biography,Drama,Romance","Liam Neeson, Laura Linney, Chris O'Donnell, Peter Sarsgaard, Timothy Hutton",7.0,52565,5017,0,https://www.imdb.com/title/tt0362269/
tt0100404,Presumed Innocent,Movie,1990,1990,127 min,"Mystery,Thriller","Harrison Ford, Raul Julia, Greta Scacchi, Brian Dennehy, Bonnie Bedelia",6.9,52538,5018,0,https://www.imdb.com/title/tt0100404/
tt1691917,Planes,Movie,2013,2013,91 min,"Adventure,Animation,Comedy","Carlos Alazraqui, Carlos Alazraqui, Dane Cook, Stacy Keach, Brad Garrett",5.7,52464,5019,0,https://www.imdb.com/title/tt1691917/
tt0072308,The Towering Inferno,Movie,1974,1974,165 min,"Action,Drama,Thriller","Paul Newman, Steve McQueen, William Holden, Faye Dunaway, Fred Astaire",7.0,52441,5020,0,https://www.imdb.com/title/tt0072308/
tt14371878,Lift,Movie,2024,2024,107 min,"Action,Comedy,Crime","Kevin Hart, Gugu Mbatha-Raw, Sam Worthington, Vincent D'Onofrio, Úrsula Corberó",5.6,52421,5021,0,https://www.imdb.com/title/tt14371878/
tt0331811,11:14,Movie,2003,2003,86 min,"Comedy,Crime,Drama","Henry Thomas, Colin Hanks, Ben Foster, Patrick Swayze, Blake Heron",7.1,52415,5022,0,https://www.imdb.com/title/tt0331811/
tt2404461,The Past,Movie,2013,2013,130 min,"Drama,Mystery","Bérénice Bejo, Tahar Rahim, Ali Mosaffa, Pauline Burlet, Elyes Aguis",7.7,52385,5023,0,https://www.imdb.com/title/tt2404461/
tt0112715,Congo,Movie,1995,1995,109 min,"Action,Adventure,Mystery","Laura Linney, Tim Curry, Dylan Walsh, Ernie Hudson, Grant Heslov",5.3,52381,5024,0,https://www.imdb.com/title/tt0112715/
tt0103759,Bad Lieutenant,Movie,1992,1992,96 min,"Crime,Drama,Thriller","Harvey Keitel, Brian McElroy, Frank Acciarito, Peggy Gormley, Stella Keitel",7.0,52368,5025,0,https://www.imdb.com/title/tt0103759/
tt0358135,Shall We Dance?,Movie,2004,2004,106 min,"Comedy,Drama,Music","Richard Gere, Jennifer Lopez, Susan Sarandon, Stanley Tucci, Lisa Ann Walter",6.2,52365,5026,0,https://www.imdb.com/title/tt0358135/
tt1205535,The Rebound,Movie,2009,2009,95 min,"Comedy,Romance","Catherine Zeta-Jones, Justin Bartha, Andrew Cherry, Kelly Gould, Lynn Whitfield",6.3,52338,5027,0,https://www.imdb.com/title/tt1205535/
tt0071615,The Holy Mountain,Movie,1973,1973,114 min,"Adventure,Drama,Fantasy","Alejandro Jodorowsky, Horacio Salinas, Zamira Saunders, Juan Ferrara, Adriana Page",7.7,52275,5028,0,https://www.imdb.com/title/tt0071615/
tt3860916,Cargo,Movie,2017,2017,105 min,"Drama,Horror,Sci-Fi","Simone Landers, Martin Freeman, Marlee Jane McPherson-Dobbins, Lily Anne McPherson-Dobbins, Finlay Sjoberg",6.3,52271,5029,0,https://www.imdb.com/title/tt3860916/
tt0094963,The Dead Pool,Movie,1988,1988,91 min,"Action,Crime,Mystery","Clint Eastwood, Liam Neeson, Patricia Clarkson, Evan C. Kim, David Hunt",6.3,52270,5030,0,https://www.imdb.com/title/tt0094963/
tt16026746,X-Men '97,TV Show,2024,ongoing,22 min,"Action,Adventure,Animation","George Buza, George Buza, Cal Dodd, Cal Dodd, Holly Chou",8.7,52237,5031,0,https://www.imdb.com/title/tt16026746/
tt0095444,Killer Klowns from Outer Space,Movie,1988,1988,88 min,"Comedy,Horror,Sci-Fi","Grant Cramer, Suzanne Snyder, John Allen Nelson, John Vernon, Michael S. Siegel",6.2,52232,5032,0,https://www.imdb.com/title/tt0095444/
tt0086383,Sudden Impact,Movie,1983,1983,117 min,"Action,Crime,Thriller","Clint Eastwood, Sondra Locke, Pat Hingle, Bradford Dillman, Paul Drake",6.6,52221,5033,0,https://www.imdb.com/title/tt0086383/
tt2737050,"Two Days, One Night",Movie,2014,2014,95 min,Drama,"Marion Cotillard, Fabrizio Rongione, Catherine Salée, Baptiste Sornin, Pili Groyne",7.3,52220,5034,0,https://www.imdb.com/title/tt2737050/
tt1067774,Monte Carlo,Movie,2011,2011,109 min,"Adventure,Comedy,Family","Selena Gomez, Selena Gomez, Leighton Meester, Katie Cassidy, Cory Monteith",5.8,52214,5035,0,https://www.imdb.com/title/tt1067774/
tt0119807,Nothing to Lose,Movie,1997,1997,98 min,"Action,Adventure,Comedy","Martin Lawrence, Tim Robbins, John C. McGinley, Giancarlo Esposito, Kelly Preston",6.7,52210,5036,0,https://www.imdb.com/title/tt0119807/
tt0091867,A Room with a View,Movie,1986,1986,117 min,"Drama,Romance","Maggie Smith, Helena Bonham Carter, Denholm Elliott, Julian Sands, Simon Callow",7.2,52208,5037,0,https://www.imdb.com/title/tt0091867/
tt1270761,Don't Be Afraid of the Dark,Movie,2010,2010,99 min,"Fantasy,Horror,Thriller","Katie Holmes, Guy Pearce, Bailee Madison, Bruce Gleeson, Eddie Ritchard",5.5,52200,5038,0,https://www.imdb.com/title/tt1270761/
tt4385888,20th Century Women,Movie,2016,2016,119 min,"Comedy,Drama","Annette Bening, Elle Fanning, Greta Gerwig, Billy Crudup, Lucas Jade Zumann",7.3,52197,5039,0,https://www.imdb.com/title/tt4385888/
tt1321860,The Beaver,Movie,2011,2011,91 min,Drama,"Mel Gibson, Jodie Foster, Anton Yelchin, Cherry Jones, Riley Thomas Stewart",6.6,52186,5040,0,https://www.imdb.com/title/tt1321860/
tt0091187,Heartbreak Ridge,Movie,1986,1986,130 min,"Drama,War","Clint Eastwood, Marsha Mason, Everett McGill, Moses Gunn, Eileen Heckart",6.8,52184,5041,0,https://www.imdb.com/title/tt0091187/
tt11252248,Dog,Movie,2022,2022,101 min,"Comedy,Drama","Channing Tatum, Ryder McLaughlin, Aavi Haas, Luke Forbes, Donovan Hunter",6.5,52177,5042,0,https://www.imdb.com/title/tt11252248/
tt0490086,Big Stan,Movie,2007,2007,105 min,"Action,Comedy","Rob Schneider, David Carradine, Sally Kirkland, Jennifer Morrison, Scott Wilson",6.2,52114,5043,0,https://www.imdb.com/title/tt0490086/
tt1480656,Cosmopolis,Movie,2012,2012,109 min,"Crime,Drama,Mystery","Robert Pattinson, Juliette Binoche, Sarah Gadon, Mathieu Amalric, Paul Giamatti",5.1,52084,5044,0,https://www.imdb.com/title/tt1480656/
tt0364385,Ju-on: The Grudge,Movie,2002,2002,92 min,Horror,"Megumi Okina, Misaki Itô, Misa Uehara, Yui Ichikawa, Kanji Tsuda",6.7,52072,5045,0,https://www.imdb.com/title/tt0364385/
tt5571734,Pink,Movie,2016,2016,136 min,"Crime,Drama,Thriller","Amitabh Bachchan, Taapsee Pannu, Kirti Kulhari, Andrea Tariang, Piyush Mishra",8.0,52068,5046,0,https://www.imdb.com/title/tt5571734/
tt27989067,Lust Stories 2,Movie,2023,2023,132 min,"Drama,Romance","Tamannaah Bhatia, Vijay Varma, Neena Gupta, Mrunal Thakur, Angad Bedi",5.7,52066,5047,0,https://www.imdb.com/title/tt27989067/
tt9055008,Evil,TV Show,2019,2024,45 min,"Crime,Drama,Horror","Katja Herbers, Katja Herbers, Mike Colter, Mike Colter, Aasif Mandvi",7.7,52059,5048,0,https://www.imdb.com/title/tt9055008/
tt14586350,Love & Death,Web Series,2023,2023,60 min,"Biography,Crime,Drama","Elizabeth Olsen, Jesse Plemons, Lily Rabe, Patrick Fugit, Krysten Ritter",7.5,52044,5049,0,https://www.imdb.com/title/tt14586350/
tt0067093,Fiddler on the Roof,Movie,1971,1971,181 min,"Drama,Family,Musical","Topol, Norma Crane, Leonard Frey, Molly Picon, Paul Mann",8.0,52016,5050,0,https://www.imdb.com/title/tt0067093/
tt0299930,Gigli,Movie,2003,2003,121 min,"Comedy,Crime,Romance","Ben Affleck, Jennifer Lopez, Justin Bartha, Terry Camilleri, David Backus",2.7,52006,5051,0,https://www.imdb.com/title/tt0299930/
tt0238936,Devdas,Movie,2002,2002,185 min,"Drama,Musical,Romance","Shah Rukh Khan, Aishwarya Rai Bachchan, Madhuri Dixit, Jackie Shroff, Kirron Kher",7.6,52006,5051,0,https://www.imdb.com/title/tt0238936/
tt28443655,Death of a Unicorn,Movie,2025,2025,107 min,"Comedy,Fantasy,Horror","Paul Rudd, Jenna Ortega, Will Poulter, Téa Leoni, David Pasquesi",5.8,51999,5052,0,https://www.imdb.com/title/tt28443655/
tt0280486,Bad Company,Movie,2002,2002,116 min,"Action,Comedy,Thriller","Anthony Hopkins, Chris Rock, Chris Rock, Matthew Marsh, Gabriel Macht",5.6,51989,5053,0,https://www.imdb.com/title/tt0280486/
tt0112230,Xena: Warrior Princess,TV Show,1995,2001,45 min,"Action,Adventure,Drama","Lucy Lawless, Lucy Lawless, Lucy Lawless, Renée O'Connor, Renée O'Connor",6.8,51988,5054,0,https://www.imdb.com/title/tt0112230/
tt12324366,Percy Jackson and the Olympians,TV Show,2023,ongoing,45 min,"Action,Adventure,Family","Walker Scobell, Leah Sava' Jeffries, Aryan Simhadri, Charlie Bushnell, Dior Goodjohn",7.0,51979,5055,0,https://www.imdb.com/title/tt12324366/
tt0094336,Withnail and I,Movie,1987,1987,107 min,"Comedy,Drama","Richard E. Grant, Paul McGann, Richard Griffiths, Ralph Brown, Michael Elphick",7.5,51946,5056,0,https://www.imdb.com/title/tt0094336/
tt14218830,Abbott Elementary,TV Show,2021,2026,22 min,Comedy,"Quinta Brunson, Tyler James Williams, Janelle James, Lisa Ann Walter, Chris Perfetti",8.2,51915,5057,0,https://www.imdb.com/title/tt14218830/
tt0097474,Halloween 5: The Revenge of Michael Myers,Movie,1989,1989,96 min,"Horror,Thriller","Donald Pleasence, Ellie Cornell, Beau Starr, Danielle Harris, Harper Roisman",4.9,51903,5058,0,https://www.imdb.com/title/tt0097474/
tt7533152,The Boy Who Harnessed the Wind,Movie,2019,2019,113 min,"Biography,Drama,History","Chiwetel Ejiofor, Maxwell Simba, Felix Lemburo, Robert Agengo, Fiskan Makawa",7.6,51826,5059,0,https://www.imdb.com/title/tt7533152/
tt0091777,Police Academy 3: Back in Training,Movie,1986,1986,83 min,Comedy,"Steve Guttenberg, Bubba Smith, David Graf, Michael Winslow, Marion Ramsey",5.4,51821,5060,0,https://www.imdb.com/title/tt0091777/
tt2699110,The Affair,TV Show,2014,2019,60 min,Drama,"Dominic West, Ruth Wilson, Maura Tierney, Julia Goldani Telles, Jadon Sand",7.9,51814,5061,0,https://www.imdb.com/title/tt2699110/
tt1213648,London Boulevard,Movie,2010,2010,103 min,"Crime,Drama","Colin Farrell, Keira Knightley, Ray Winstone, David Thewlis, Anna Friel",6.2,51806,5062,0,https://www.imdb.com/title/tt1213648/
tt5397194,Anon,Movie,2018,2018,100 min,"Crime,Mystery,Sci-Fi","Clive Owen, Afiya Bennett, Morgan Allen, Jeffrey Men, James Tam",6.1,51801,5063,0,https://www.imdb.com/title/tt5397194/
tt0235918,The Fairly OddParents,TV Show,2001,2017,30 min,"Adventure,Animation,Comedy","Tara Strong, Tara Strong, Tara Strong, Susanne Blakeslee, Susanne Blakeslee",7.2,51800,5064,0,https://www.imdb.com/title/tt0235918/
tt27075958,Fountain of Youth,Movie,2025,2025,125 min,"Action,Adventure,Fantasy","John Krasinski, Natalie Portman, Eiza González, Domhnall Gleeson, Arian Moayed",5.7,51789,5065,0,https://www.imdb.com/title/tt27075958/
tt0455857,When a Stranger Calls,Movie,2006,2006,87 min,"Horror,Thriller","Camilla Belle, Tommy Flanagan, Katie Cassidy, Tessa Thompson, Brian Geraghty",5.1,51754,5066,0,https://www.imdb.com/title/tt0455857/
tt0112453,Balto,Movie,1995,1995,78 min,"Adventure,Animation,Drama","Kevin Bacon, Bob Hoskins, Bridget Fonda, Jim Cummings, Phil Collins",7.1,51746,5067,0,https://www.imdb.com/title/tt0112453/
tt15501640,Drishyam 2,Movie,2022,2022,140 min,"Crime,Drama,Mystery","Ajay Devgn, Akshaye Khanna, Tabu, Shriya Saran, Ishita Dutta",8.2,51736,5068,0,https://www.imdb.com/title/tt15501640/
